Date,Demand_Avg_MW,Demand_Min_MW,Demand_Max_MW,Demand_Std_MW,Wind_Avg_MW,Solar_Avg_MW,Price_Avg_kWh,Temperature_Avg_C,Rainfall_Total_mm,Year,Month,DayOfWeek,IsWeekend
2015-02-01,35446.916666666664,25815.0,47169.0,6671.754784747514,2254.8333333333335,393.5416666666667,0.14043116400795336,5.2,3043.2,2015,2,6,1
2015-02-02,42301.979166666664,29688.0,52192.0,7942.07896704041,807.9583333333334,354.0416666666667,0.14043116400795336,5.2,3043.2,2015,2,0,0
2015-02-03,42394.479166666664,31537.0,51378.0,6916.988075897626,998.75,451.7083333333333,0.14043116400795336,5.2,3043.2,2015,2,1,0
2015-02-04,41880.25,30810.0,51428.0,6955.26262257121,1072.0625,504.3541666666667,0.14043116400795336,5.2,3043.2,2015,2,2,0
2015-02-05,42378.041666666664,30784.0,51888.0,7333.997913994946,804.625,248.58333333333334,0.14043116400795336,5.2,3043.2,2015,2,3,0
2015-02-06,41207.5,31002.0,51183.0,6384.138363028946,840.625,648.1458333333334,0.14043116400795336,5.2,3043.2,2015,2,4,0
2015-02-07,37814.9375,29949.0,47229.0,5202.516966165966,888.9791666666666,295.6666666666667,0.14043116400795336,5.2,3043.2,2015,2,5,1
2015-02-08,35441.4375,27540.0,46139.0,5480.234604025596,980.8541666666666,698.3125,0.14043116400795336,5.2,3043.2,2015,2,6,1
2015-02-09,39858.916666666664,27993.0,50958.0,7322.533632658745,942.6666666666666,631.375,0.14043116400795336,5.2,3043.2,2015,2,0,0
2015-02-10,41466.166666666664,29694.0,51165.0,7337.358790067748,453.0416666666667,214.60416666666666,0.14043116400795336,5.2,3043.2,2015,2,1,0
2015-02-11,41735.270833333336,29661.0,51739.0,7626.006095436973,447.1458333333333,82.45833333333333,0.14043116400795336,5.2,3043.2,2015,2,2,0
2015-02-12,41408.0625,29846.0,51092.0,7230.149700949372,542.0625,192.58333333333334,0.14043116400795336,5.2,3043.2,2015,2,3,0
2015-02-13,39447.8125,28236.0,48682.0,6744.586969535472,1582.5833333333333,177.02083333333334,0.14043116400795336,5.2,3043.2,2015,2,4,0
2015-02-14,35777.708333333336,27530.0,44943.0,5129.282696142839,742.125,255.89583333333334,0.14043116400795336,5.2,3043.2,2015,2,5,1
2015-02-15,34007.875,26210.0,43824.0,5259.728039345034,1071.2708333333333,349.5,0.14043116400795336,4.9,1852.8000000000002,2015,2,6,1
2015-02-16,39111.291666666664,26882.0,49678.0,7636.382687596162,1199.0208333333333,222.58333333333334,0.14043116400795336,4.9,1852.8000000000002,2015,2,0,0
2015-02-17,38396.208333333336,28676.0,49145.0,6135.402523542076,1442.0416666666667,841.375,0.14043116400795336,4.9,1852.8000000000002,2015,2,1,0
2015-02-18,37646.104166666664,27837.0,47905.0,6081.618689340487,1902.3125,648.1041666666666,0.14043116400795336,4.9,1852.8000000000002,2015,2,2,0
2015-02-19,38561.208333333336,26660.0,49468.0,7309.429243830698,1885.6041666666667,215.0625,0.14043116400795336,4.9,1852.8000000000002,2015,2,3,0
2015-02-20,38760.1875,28553.0,48469.0,6202.119392924946,992.4166666666666,385.8958333333333,0.14043116400795336,4.9,1852.8000000000002,2015,2,4,0
2015-02-21,34762.770833333336,27127.0,44458.0,4686.740459835023,1253.5833333333333,700.0416666666666,0.14043116400795336,4.9,1852.8000000000002,2015,2,5,1
